rt,trial_type,trial_index,time_elapsed,responses,name,key_press,is_stimulus,stimulus,stimulus_block,stimulus_side,time_post_trial,is_fullscreen,trial_began,os,browser,mobile,screen_size,block,sub_block
null,image-cpt,217,628672,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,218,631394,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,219,634609,,,null,TRUE,,,,,,,,,,,,
null,image-cpt,220,636825,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,221,639561,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,222,641275,,,null,TRUE,,,,,,,,,,,,
null,image-cpt,223,642987,,,null,TRUE,,,,,,,,,,,,
null,image-cpt,224,646216,,,null,TRUE,,,,,,,,,,,,
null,image-cpt,225,649440,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,226,651660,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,227,653387,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,228,656117,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,229,658338,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,230,660568,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,231,662280,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,232,665006,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,233,667733,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,234,670952,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,235,673168,,,null,TRUE,,,,,,,,,,,,
null,image-cpt,236,675887,,,null,TRUE,,,,,,,,,,,,
null,image-cpt,237,678112,,,null,TRUE,,,,,,,,,,,,
null,image-cpt,238,681321,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,239,684042,,,null,FALSE,,,,,,,,,,,,
null,image-cpt,240,685753,,,null,TRUE,,,,,,,,,,,,
null,image-cpt,241,687977,,,null,FALSE,,,,,,,,,,,,
102188,instructions,242,790165,,,,,,,,,,,,,,,,
2525.5,bRMS,243,792755,,,Q,,images/rms/f42887_e_001.jpg,training,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
948.5,bRMS,244,794161,,,P,,images/rms/f42887_e_001.jpg,training,0,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
880.3,bRMS,245,795506,,,Q,,images/rms/f42887_e_001.jpg,training,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
698.7,bRMS,246,796674,,,P,,images/rms/f42887_e_001.jpg,training,0,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
1058.3,bRMS,247,798193,,,Q,,images/rms/f42887_e_001.jpg,training,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
927.2,bRMS,248,799585,,,Q,,images/rms/f42887_e_001.jpg,training,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
886.7,bRMS,249,800946,,,Q,,images/rms/f42887_e_001.jpg,training,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
1884.7,bRMS,250,803297,,,Q,,images/rms/f42887_e_001.jpg,training,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
914.5999999,bRMS,251,804675,,,Q,,images/rms/f42887_e_001.jpg,training,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
1067.5,bRMS,252,806210,,,Q,,images/rms/f42887_e_001.jpg,training,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
8608,instructions,253,815230,,,,,,,,,,,,,,,,
1676.5,bRMS,254,816961,,,P,,images/rms/f42887_e_258_1.jpg,reversed,0,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
768.1000001,bRMS,255,818193,,,Q,,images/rms/f42887_e_258.jpg,main,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
573.5,bRMS,256,819234,,,P,,images/rms/f42887_e_296_1.jpg,reversed,0,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
563.7,bRMS,257,820257,,,Q,,images/rms/f42887_e_103_1.jpg,reversed,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
540.7,bRMS,258,821265,,,P,,images/rms/f42887_e_058.jpg,main,0,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
581.9000001,bRMS,259,822305,,,Q,,images/rms/f42887_e_025_1.jpg,reversed,0,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
683.6000001,bRMS,260,823458,,,P,,images/rms/f42887_e_278.jpg,main,0,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
841.5999999,bRMS,261,824769,,,Q,,images/rms/f42887_e_053.jpg,main,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
868.2,bRMS,262,826097,,,Q,,images/rms/f42887_e_005_1.jpg,reversed,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
546.4000001,bRMS,263,827106,,,P,,images/rms/f42887_e_156_1.jpg,reversed,0,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
825.1999998,bRMS,264,828401,,,Q,,images/rms/f42887_e_072.jpg,main,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
519.2,bRMS,265,829378,,,P,,images/rms/f42887_e_098.jpg,main,0,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
561.3000002,bRMS,266,830402,,,P,,images/rms/f42887_e_121_1.jpg,reversed,0,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
854.7,bRMS,267,831713,,,P,,images/rms/f42887_e_127.jpg,main,0,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
547.8,bRMS,268,832721,,,P,,images/rms/f42887_e_259.jpg,main,0,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
872.5,bRMS,269,834049,,,Q,,images/rms/f42887_e_297_1.jpg,reversed,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
661.0999999,bRMS,270,835170,,,P,,images/rms/f42887_e_252_1.jpg,reversed,0,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
617.6000001,bRMS,271,836240,,,P,,images/rms/f42887_e_180.jpg,main,0,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
989.7,bRMS,272,837697,,,Q,,images/rms/f42887_e_140.jpg,main,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
1215.9,bRMS,273,839376,,,Q,,images/rms/f42887_e_295_1.jpg,reversed,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
602.3,bRMS,274,840449,,,P,,images/rms/f42887_e_161.jpg,main,0,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
674.2,bRMS,275,841585,,,P,,images/rms/f42887_e_064_1.jpg,reversed,0,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
581,bRMS,276,842625,,,P,,images/rms/f42887_e_053_1.jpg,reversed,0,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
640.5,bRMS,277,843729,,,Q,,images/rms/f42887_e_156.jpg,main,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
529.9000001,bRMS,278,844721,,,P,,images/rms/f42887_e_252.jpg,main,0,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
824.0999999,bRMS,279,846002,,,Q,,images/rms/f42887_e_296.jpg,main,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
978.2,bRMS,280,847442,,,Q,,images/rms/f42887_e_121.jpg,main,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
767.8,bRMS,281,848675,,,Q,,images/rms/f42887_e_098_1.jpg,reversed,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
683.6000001,bRMS,282,849824,,,Q,,images/rms/f42887_e_005.jpg,main,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
589.7,bRMS,283,850882,,,P,,images/rms/f42887_e_289.jpg,main,0,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
804.5,bRMS,284,852145,,,Q,,images/rms/f42887_e_140_1.jpg,reversed,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
511.1000001,bRMS,285,853122,,,P,,images/rms/f42887_e_058_1.jpg,reversed,0,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
695.9000001,bRMS,286,854289,,,Q,,images/rms/f42887_e_289_1.jpg,reversed,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
604.9000001,bRMS,287,855361,,,P,,images/rms/f42887_e_180_1.jpg,reversed,0,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
624.4000001,bRMS,288,856449,,,P,,images/rms/f42887_e_161_1.jpg,reversed,0,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
596,bRMS,289,857505,,,Q,,images/rms/f42887_e_072_1.jpg,reversed,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
683.2,bRMS,290,858657,,,Q,,images/rms/f42887_e_259_1.jpg,reversed,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
684.8,bRMS,291,859808,,,Q,,images/rms/f42887_e_298_1.jpg,reversed,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
636.8,bRMS,292,860913,,,Q,,images/rms/f42887_e_202.jpg,main,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
803.7,bRMS,293,862176,,,Q,,images/rms/f42887_e_064.jpg,main,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
612.5999999,bRMS,294,863248,,,P,,images/rms/f42887_e_278_1.jpg,reversed,0,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
598.6000001,bRMS,295,864306,,,Q,,images/rms/f42887_e_293_1.jpg,reversed,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
1214.3,bRMS,296,865985,,,Q,,images/rms/f42887_e_241_1.jpg,reversed,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
1018.5,bRMS,297,867473,,,Q,,images/rms/f42887_e_297.jpg,main,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
1001.2,bRMS,298,868945,,,P,,images/rms/f42887_e_127_1.jpg,reversed,0,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
692,bRMS,299,870097,,,P,,images/rms/f42887_e_241.jpg,main,0,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
737.3000002,bRMS,300,871297,,,Q,,images/rms/f42887_e_015_1.jpg,reversed,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
772.7,bRMS,301,872530,,,Q,,images/rms/f42887_e_298.jpg,main,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
1843.9,bRMS,302,874833,,,Q,,images/rms/f42887_e_080_1.jpg,reversed,1,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
791.3999999,bRMS,303,876081,,,P,,images/rms/f42887_e_028_1.jpg,reversed,0,400,FALSE,0,Windows 10,Chrome 101 (101.0.4951.64),FALSE,,63,63
