rt,trial_type,trial_index,time_elapsed,responses,name,key_press,is_stimulus,stimulus,stimulus_block,stimulus_side,time_post_trial,is_fullscreen,trial_began,os,browser,mobile,screen_size,block,sub_block
45430,instructions,0,45430,,,,,,,,,,,,,,,,
16045,survey-multi-choice,1,61478,"{""Q0"":""אישה"",""Q1"":""ימין"",""Q2"":""עברית""}",,,,,,,,,,,,,,,
4399,survey-text,2,65877,"{""Q0"":""23""}",,,,,,,,,,,,,,,
2783,survey-multi-choice,3,68661,"{""Q0"":""לא""}",,,,,,,,,,,,,,,
6087,survey-likert,4,74750,"{""Q0"":1}",attention_2,,,,,,,,,,,,,,
9383,instructions,5,84133,,,,,,,,,,,,,,,,
null,image-cpt,6,85865,,,null,FALSE,,training,,,,,,,,,,
356,image-cpt,7,87596,,,32,TRUE,,training,,,,,,,,,,
352,image-cpt,8,89329,,,32,TRUE,,training,,,,,,,,,,
363,image-cpt,9,92063,,,32,TRUE,,training,,,,,,,,,,
414,image-cpt,10,94292,,,32,TRUE,,training,,,,,,,,,,
null,image-cpt,11,97528,,,null,FALSE,,training,,,,,,,,,,
null,image-cpt,12,100251,,,null,FALSE,,training,,,,,,,,,,
null,image-cpt,13,103479,,,null,FALSE,,training,,,,,,,,,,
null,image-cpt,14,105206,,,null,FALSE,,training,,,,,,,,,,
343,image-cpt,15,108448,,,32,TRUE,,training,,,,,,,,,,
300,image-cpt,16,110179,,,32,TRUE,,training,,,,,,,,,,
null,image-cpt,17,111918,,,null,FALSE,,training,,,,,,,,,,
null,image-cpt,18,114148,,,null,FALSE,,training,,,,,,,,,,
null,image-cpt,19,116870,,,null,FALSE,,training,,,,,,,,,,
null,image-cpt,20,119598,,,null,FALSE,,training,,,,,,,,,,
414,image-cpt,21,121822,,,32,TRUE,,training,,,,,,,,,,
334,image-cpt,22,123540,,,32,TRUE,,training,,,,,,,,,,
344,image-cpt,23,125782,,,32,TRUE,,training,,,,,,,,,,
470,image-cpt,24,128013,,,32,FALSE,,training,,,,,,,,,,
351,image-cpt,25,131248,,,32,TRUE,,training,,,,,,,,,,
null,image-cpt,26,133989,,,null,FALSE,,training,,,,,,,,,,
null,image-cpt,27,136225,,,null,FALSE,,training,,,,,,,,,,
null,image-cpt,28,139448,,,null,FALSE,,training,,,,,,,,,,
5125,instructions,29,144573,,,,,,,,,,,,,,,,
624,image-cpt,30,147807,,,32,TRUE,,,,,,,,,,,,
286,image-cpt,31,150049,,,32,TRUE,,,,,,,,,,,,
283,image-cpt,32,152789,,,32,TRUE,,,,,,,,,,,,
null,image-cpt,33,154518,,,null,FALSE,,,,,,,,,,,,
359,image-cpt,34,157751,,,32,TRUE,,,,,,,,,,,,
null,image-cpt,35,160470,,,null,FALSE,,,,,,,,,,,,
310,image-cpt,36,163200,,,32,TRUE,,,,,,,,,,,,
364,image-cpt,37,166433,,,32,TRUE,,,,,,,,,,,,
null,image-cpt,38,168161,,,null,FALSE,,,,,,,,,,,,
444,image-cpt,39,170400,,,32,TRUE,,,,,,,,,,,,
349,image-cpt,40,172135,,,32,TRUE,,,,,,,,,,,,
null,image-cpt,41,174868,,,null,FALSE,,,,,,,,,,,,
