rt,trial_type,trial_index,time_elapsed,responses,key_press,is_stimulus,stimulus,stimulus_block,stimulus_side,time_post_trial,subject,is_fullscreen,trial_began,os,browser,mobile,flash,cookies,screen_size,block,sub_block
37231,instructions,0,37233,,,,,,,,,,,,,,,,,,
7547,survey-multi-choice,1,44783,"{""Q0"":""אישה"",""Q1"":""ימין"",""Q2"":""עברית""}",,,,,,,,,,,,,,,,,
4350,survey-text,2,49135,"{""Q0"":""23""}",,,,,,,,,,,,,,,,,
3095,survey-multi-choice,3,52231,"{""Q0"":""לא""}",,,,,,,,,,,,,,,,,
6838,survey-likert,4,59071,"{""Q0"":1}",,,,,,,,,,,,,,,,,
9959,instructions,5,69030,,,,,,,,,,,,,,,,,,
null,image-cpt,6,70744,,null,TRUE,,training,,,,,,,,,,,,,
null,image-cpt,7,73452,,null,FALSE,,training,,,,,,,,,,,,,
null,image-cpt,8,76159,,null,FALSE,,training,,,,,,,,,,,,,
null,image-cpt,9,78879,,null,FALSE,,training,,,,,,,,,,,,,
478,image-cpt,10,81096,,32,TRUE,,training,,,,,,,,,,,,,
454,image-cpt,11,82818,,32,TRUE,,training,,,,,,,,,,,,,
null,image-cpt,12,86038,,null,FALSE,,training,,,,,,,,,,,,,
488,image-cpt,13,87751,,32,TRUE,,training,,,,,,,,,,,,,
519,image-cpt,14,90972,,32,TRUE,,training,,,,,,,,,,,,,
null,image-cpt,15,93187,,null,FALSE,,training,,,,,,,,,,,,,
395,image-cpt,16,95908,,32,FALSE,,training,,,,,,,,,,,,,
null,image-cpt,17,99124,,null,FALSE,,training,,,,,,,,,,,,,
null,image-cpt,18,101834,,null,FALSE,,training,,,,,,,,,,,,,
null,image-cpt,19,103550,,null,FALSE,,training,,,,,,,,,,,,,
null,image-cpt,20,105271,,null,FALSE,,training,,,,,,,,,,,,,
391,image-cpt,21,107486,,32,TRUE,,training,,,,,,,,,,,,,
null,image-cpt,22,109208,,null,FALSE,,training,,,,,,,,,,,,,
null,image-cpt,23,112429,,null,FALSE,,training,,,,,,,,,,,,,
464,image-cpt,24,114151,,32,TRUE,,training,,,,,,,,,,,,,
439,image-cpt,25,115868,,32,TRUE,,training,,,,,,,,,,,,,
465,image-cpt,26,119084,,32,TRUE,,training,,,,,,,,,,,,,
290,image-cpt,27,121796,,32,TRUE,,training,,,,,,,,,,,,,
null,image-cpt,28,124013,,null,FALSE,,training,,,,,,,,,,,,,
18033,instructions,29,142046,,,,,,,,,,,,,,,,,,
null,image-cpt,30,145256,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,31,147978,,null,FALSE,,,,,,,,,,,,,,,
276,image-cpt,32,151198,,32,TRUE,,,,,,,,,,,,,,,
319,image-cpt,33,153919,,32,TRUE,,,,,,,,,,,,,,,
271,image-cpt,34,156133,,32,TRUE,,,,,,,,,,,,,,,
345,image-cpt,35,158844,,32,FALSE,,,,,,,,,,,,,,,
