rt,trial_type,trial_index,time_elapsed,responses,key_press,is_stimulus,stimulus,stimulus_block,stimulus_side,time_post_trial,subject,is_fullscreen,trial_began,os,browser,mobile,flash,cookies,screen_size,block,sub_block
14590,instructions,0,14592,,,,,,,,,,,,,,,,,,
5443,survey-multi-choice,1,20039,"{""Q0"":""אישה"",""Q1"":""ימין"",""Q2"":""עברית""}",,,,,,,,,,,,,,,,,
2831,survey-text,2,22870,"{""Q0"":""23""}",,,,,,,,,,,,,,,,,
2287,survey-multi-choice,3,25158,"{""Q0"":""לא""}",,,,,,,,,,,,,,,,,
5815,survey-likert,4,30974,"{""Q0"":0}",,,,,,,,,,,,,,,,,
7007,instructions,5,37982,,,,,,,,,,,,,,,,,,
null,image-cpt,6,39697,,null,FALSE,,training,,,,,,,,,,,,,
null,image-cpt,7,42915,,null,FALSE,,training,,,,,,,,,,,,,
null,image-cpt,8,44636,,null,FALSE,,training,,,,,,,,,,,,,
434,image-cpt,9,47855,,32,TRUE,,training,,,,,,,,,,,,,
null,image-cpt,10,49573,,null,FALSE,,training,,,,,,,,,,,,,
360,image-cpt,11,52281,,32,TRUE,,training,,,,,,,,,,,,,
452,image-cpt,12,54992,,32,TRUE,,training,,,,,,,,,,,,,
null,image-cpt,13,57701,,null,FALSE,,training,,,,,,,,,,,,,
null,image-cpt,14,59424,,null,FALSE,,training,,,,,,,,,,,,,
null,image-cpt,15,61145,,null,FALSE,,training,,,,,,,,,,,,,
null,image-cpt,16,63865,,null,FALSE,,training,,,,,,,,,,,,,
372,image-cpt,17,65588,,32,TRUE,,training,,,,,,,,,,,,,
954,image-cpt,18,68803,,32,TRUE,,training,,,,,,,,,,,,,
null,image-cpt,19,71017,,null,FALSE,,training,,,,,,,,,,,,,
null,image-cpt,20,72738,,null,FALSE,,training,,,,,,,,,,,,,
null,image-cpt,21,75957,,null,FALSE,,training,,,,,,,,,,,,,
360,image-cpt,22,79175,,32,TRUE,,training,,,,,,,,,,,,,
null,image-cpt,23,82388,,null,FALSE,,training,,,,,,,,,,,,,
362,image-cpt,24,84602,,32,TRUE,,training,,,,,,,,,,,,,
452,image-cpt,25,86817,,32,TRUE,,training,,,,,,,,,,,,,
365,image-cpt,26,89031,,32,TRUE,,training,,,,,,,,,,,,,
358,image-cpt,27,90737,,32,TRUE,,training,,,,,,,,,,,,,
null,image-cpt,28,93956,,null,FALSE,,training,,,,,,,,,,,,,
4482,instructions,29,98438,,,,,,,,,,,,,,,,,,
null,image-cpt,30,101650,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,31,103865,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,32,107085,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,33,110305,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,34,112521,,null,FALSE,,,,,,,,,,,,,,,
437,image-cpt,35,114735,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,36,116456,,null,FALSE,,,,,,,,,,,,,,,
454,image-cpt,37,119674,,32,TRUE,,,,,,,,,,,,,,,
356,image-cpt,38,121890,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,39,124602,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,40,126819,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,41,130036,,null,FALSE,,,,,,,,,,,,,,,
313,image-cpt,42,131758,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,43,133969,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,44,137188,,null,FALSE,,,,,,,,,,,,,,,
345,image-cpt,45,139399,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,46,142109,,null,FALSE,,,,,,,,,,,,,,,
465,image-cpt,47,145330,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,48,148040,,null,FALSE,,,,,,,,,,,,,,,
517,image-cpt,49,150257,,32,TRUE,,,,,,,,,,,,,,,
716,image-cpt,50,151978,,32,FALSE,,,,,,,,,,,,,,,
372,image-cpt,51,153698,,32,TRUE,,,,,,,,,,,,,,,
396,image-cpt,52,155419,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,53,158640,,null,FALSE,,,,,,,,,,,,,,,
414,image-cpt,54,161350,,32,TRUE,,,,,,,,,,,,,,,
328,image-cpt,55,164060,,32,TRUE,,,,,,,,,,,,,,,
353,image-cpt,56,165768,,32,TRUE,,,,,,,,,,,,,,,
422,image-cpt,57,167984,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,58,169705,,null,FALSE,,,,,,,,,,,,,,,
356,image-cpt,59,172926,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,60,176143,,null,FALSE,,,,,,,,,,,,,,,
367,image-cpt,61,178357,,32,TRUE,,,,,,,,,,,,,,,
425,image-cpt,62,180573,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,63,183790,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,64,185511,,null,FALSE,,,,,,,,,,,,,,,
455,image-cpt,65,188727,,32,TRUE,,,,,,,,,,,,,,,
422,image-cpt,66,191946,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,67,195163,,null,FALSE,,,,,,,,,,,,,,,
371,image-cpt,68,196884,,32,TRUE,,,,,,,,,,,,,,,
409,image-cpt,69,200104,,32,TRUE,,,,,,,,,,,,,,,
310,image-cpt,70,202320,,32,TRUE,,,,,,,,,,,,,,,
446,image-cpt,71,205030,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,72,208244,,null,FALSE,,,,,,,,,,,,,,,
362,image-cpt,73,210952,,32,TRUE,,,,,,,,,,,,,,,
390,image-cpt,74,213664,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,75,216375,,null,FALSE,,,,,,,,,,,,,,,
374,image-cpt,76,219085,,32,TRUE,,,,,,,,,,,,,,,
385,image-cpt,77,220804,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,78,222525,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,79,225234,,null,FALSE,,,,,,,,,,,,,,,
348,image-cpt,80,227944,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,81,230653,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,82,232375,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,83,234588,,null,FALSE,,,,,,,,,,,,,,,
418,image-cpt,84,237805,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,85,240514,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,86,243223,,null,FALSE,,,,,,,,,,,,,,,
326,image-cpt,87,245931,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,88,247653,,null,FALSE,,,,,,,,,,,,,,,
441,image-cpt,89,250363,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,90,252576,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,91,254298,,null,FALSE,,,,,,,,,,,,,,,
468,image-cpt,92,257514,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,93,260736,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,94,263956,,null,FALSE,,,,,,,,,,,,,,,
329,image-cpt,95,267173,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,96,269881,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,97,272602,,null,FALSE,,,,,,,,,,,,,,,
372,image-cpt,98,274819,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,99,277031,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,100,278751,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,101,281461,,null,FALSE,,,,,,,,,,,,,,,
313,image-cpt,102,283674,,32,TRUE,,,,,,,,,,,,,,,
418,image-cpt,103,286894,,32,TRUE,,,,,,,,,,,,,,,
447,image-cpt,104,290109,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,105,291831,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,106,293553,,null,FALSE,,,,,,,,,,,,,,,
445,image-cpt,107,295768,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,108,297983,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,109,300195,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,110,303415,,null,FALSE,,,,,,,,,,,,,,,
422,image-cpt,111,306636,,32,TRUE,,,,,,,,,,,,,,,
