rt,trial_type,trial_index,time_elapsed,responses,key_press,is_stimulus,stimulus,stimulus_block,stimulus_side,time_post_trial,subject,is_fullscreen,trial_began,os,browser,mobile,flash,cookies,screen_size,block,sub_block
530,image-cpt,175,571145,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,176,573863,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,177,576093,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,178,579327,,null,FALSE,,,,,,,,,,,,,,,
433,image-cpt,179,581057,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,180,584284,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,181,587505,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,182,589717,,null,FALSE,,,,,,,,,,,,,,,
315,image-cpt,183,591446,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,184,594662,,null,FALSE,,,,,,,,,,,,,,,
314,image-cpt,185,596381,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,186,598103,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,187,599824,,null,FALSE,,,,,,,,,,,,,,,
321,image-cpt,188,602047,,32,TRUE,,,,,,,,,,,,,,,
402,image-cpt,189,604255,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,190,606464,,null,FALSE,,,,,,,,,,,,,,,
369,image-cpt,191,609686,,32,TRUE,,,,,,,,,,,,,,,
298,image-cpt,192,612400,,32,TRUE,,,,,,,,,,,,,,,
561,image-cpt,193,614621,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,194,616347,,null,FALSE,,,,,,,,,,,,,,,
405,image-cpt,195,619078,,32,TRUE,,,,,,,,,,,,,,,
378,image-cpt,196,622311,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,197,624533,,null,FALSE,,,,,,,,,,,,,,,
348,image-cpt,198,627245,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,199,628972,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,200,630689,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,201,632407,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,202,635623,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,203,637359,,null,FALSE,,,,,,,,,,,,,,,
385,image-cpt,204,640073,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,205,642290,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,206,645506,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,207,648231,,null,FALSE,,,,,,,,,,,,,,,
361,image-cpt,208,651467,,32,TRUE,,,,,,,,,,,,,,,
327,image-cpt,209,654691,,32,TRUE,,,,,,,,,,,,,,,
399,image-cpt,210,656416,,32,TRUE,,,,,,,,,,,,,,,
480,image-cpt,211,659148,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,212,660880,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,213,664104,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,214,666816,,null,FALSE,,,,,,,,,,,,,,,
385,image-cpt,215,668535,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,216,671751,,null,FALSE,,,,,,,,,,,,,,,
314,image-cpt,217,674987,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,218,678205,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,219,680917,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,220,684133,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,221,686361,,null,FALSE,,,,,,,,,,,,,,,
472,image-cpt,222,688568,,32,TRUE,,,,,,,,,,,,,,,
585,image-cpt,223,691302,,32,TRUE,,,,,,,,,,,,,,,
427,image-cpt,224,694521,,32,TRUE,,,,,,,,,,,,,,,
393,image-cpt,225,696249,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,226,697980,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,227,699703,,null,FALSE,,,,,,,,,,,,,,,
474,image-cpt,228,702934,,32,TRUE,,,,,,,,,,,,,,,
427,image-cpt,229,705661,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,230,707380,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,231,710112,,null,FALSE,,,,,,,,,,,,,,,
370,image-cpt,232,713326,,32,TRUE,,,,,,,,,,,,,,,
388,image-cpt,233,715552,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,234,717773,,null,FALSE,,,,,,,,,,,,,,,
404,image-cpt,235,720985,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,236,723709,,null,FALSE,,,,,,,,,,,,,,,
357,image-cpt,237,726439,,32,TRUE,,,,,,,,,,,,,,,
394,image-cpt,238,728157,,32,TRUE,,,,,,,,,,,,,,,
484,image-cpt,239,729894,,32,TRUE,,,,,,,,,,,,,,,
363,image-cpt,240,731622,,32,TRUE,,,,,,,,,,,,,,,
364,image-cpt,241,734844,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,242,737572,,null,FALSE,,,,,,,,,,,,,,,
349,image-cpt,243,740797,,32,TRUE,,,,,,,,,,,,,,,
356,image-cpt,244,743012,,32,TRUE,,,,,,,,,,,,,,,
413,image-cpt,245,746247,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,246,749471,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,247,752680,,null,FALSE,,,,,,,,,,,,,,,
361,image-cpt,248,755905,,32,TRUE,,,,,,,,,,,,,,,
385,image-cpt,249,758616,,32,TRUE,,,,,,,,,,,,,,,
393,image-cpt,250,760844,,32,TRUE,,,,,,,,,,,,,,,
406,image-cpt,251,764065,,32,TRUE,,,,,,,,,,,,,,,
null,image-cpt,252,766286,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,253,769010,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,254,771229,,null,FALSE,,,,,,,,,,,,,,,
null,image-cpt,255,773456,,null,FALSE,,,,,,,,,,,,,,,
545,image-cpt,256,775180,,32,TRUE,,,,,,,,,,,,,,,
359,image-cpt,257,778394,,32,TRUE,,,,,,,,,,,,,,,
362,image-cpt,258,780131,,32,TRUE,,,,,,,,,,,,,,,
449,image-cpt,259,782842,,32,TRUE,,,,,,,,,,,,,,,
69711,instructions,260,852553,,,,,,,,,,,,,,,,,,
4395.3,bRMS,261,857006,,Q,,,training,1,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
2631.7,bRMS,262,860093,,Q,,,training,1,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
3884.3,bRMS,263,864445,,Q,,,training,1,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
1212.9,bRMS,264,866125,,Q,,,training,1,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
834.9000001,bRMS,265,867421,,P,,,training,0,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
887.9000001,bRMS,266,868765,,P,,,training,0,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
574.7,bRMS,267,869805,,P,,,training,0,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
1160.2,bRMS,268,871421,,Q,,,training,1,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
1029.9,bRMS,269,872908,,Q,,,training,1,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
697.1000001,bRMS,270,874078,,Q,,,training,1,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
14040,instructions,271,888529,,,,,,,,,,,,,,,,,,
2164.4,bRMS,272,890749,,P,,,,0,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
4588.5,bRMS,273,895805,,P,,,,0,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
833.4000001,bRMS,274,897101,,Q,,,,1,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
1220.4,bRMS,275,898782,,P,,,,0,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
946.3999999,bRMS,276,900190,,Q,,,,1,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
1035.7,bRMS,277,901693,,Q,,,,1,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
893.7,bRMS,278,903054,,Q,,,,1,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
4684.7,bRMS,279,908207,,Q,,,,1,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
2023.9,bRMS,280,910685,,P,,,,0,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
1737.1,bRMS,281,912878,,Q,,,,1,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
715.4000001,bRMS,282,914061,,P,,,,0,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
1327.5,bRMS,283,915853,,P,,,,0,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
932.9000001,bRMS,284,917247,,Q,,,,1,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
577.7,bRMS,285,918286,,P,,,,0,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
738.6000001,bRMS,286,919486,,Q,,,,1,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
820.2,bRMS,287,920764,,Q,,,,1,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
421.1000001,bRMS,288,921645,,P,,,,0,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
2058.7,bRMS,289,924174,,P,,,,0,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
968,bRMS,290,925613,,P,,,,0,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
1337.2,bRMS,291,927405,,Q,,,,1,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
2037.5,bRMS,292,929901,,P,,,,0,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
728.7,bRMS,293,931101,,Q,,,,1,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
1396.9,bRMS,294,932957,,Q,,,,1,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
1420.1,bRMS,295,934846,,Q,,,,1,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
675.5999999,bRMS,296,935981,,P,,,,0,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
1235.6,bRMS,297,937678,,Q,,,,1,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
756.0999999,bRMS,298,938894,,P,,,,0,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
525.9000001,bRMS,299,939885,,Q,,,,1,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
617.2,bRMS,300,940972,,P,,,,0,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
605.3000002,bRMS,301,942045,,P,,,,0,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
1077.4,bRMS,302,943581,,Q,,,,1,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
500.4000001,bRMS,303,944541,,P,,,,0,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
974.3,bRMS,304,945981,,P,,,,0,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
983.9000001,bRMS,305,947422,,P,,,,0,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
889.4000001,bRMS,306,948781,,P,,,,0,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
1106.7,bRMS,307,950349,,Q,,,,1,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
919.5999999,bRMS,308,951726,,Q,,,,1,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
800.4000001,bRMS,309,952990,,Q,,,,1,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
3020.5,bRMS,310,956478,,P,,,,0,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
689.4000001,bRMS,311,957630,,P,,,,0,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
1059.8,bRMS,312,959149,,P,,,,0,400,1,FALSE,0,Windows 10,Chrome 100 (100.0.4896.127),FALSE,no check,TRUE,,63,63
