rt,trial_type,trial_index,time_elapsed,responses,name,stimulus,stimulus_block,stimulus_side,key_press,time_post_trial,is_fullscreen,correct,trial_began,block,sub_block,is_stimulus
28638.0,instructions,0,28640,,,,,,,,,,,,,
7292.0,survey-multi-choice,1,35934,"{""Q0"":""אישה"",""Q1"":""ימין"",""Q2"":""עברית""}",,,,,,,,,,,,
5983.0,survey-text,2,41918,"{""Q0"":""35"",""Q1"":""27""}",,,,,,,,,,,,
3343.0,survey-multi-choice,3,45263,"{""Q0"":""לא""}",,,,,,,,,,,,
6839.0,survey-likert,4,52103,"{""Q0"":1}",attention_2,,,,,,,,,,,
28724.0,instructions,5,80827,,,,,,,,,,,,,
1449.5,bRMS,6,82688,,,images/rms/f42887_e_001.jpg,training,0.0,P,400.0,True,True,0.0,63.0,63.0,
436.8999996185303,bRMS,7,83936,,,images/rms/f42887_e_001.jpg,training,0.0,P,400.0,True,True,0.0,63.0,63.0,
1143.0,bRMS,8,85887,,,images/rms/f42887_e_001.jpg,training,1.0,Q,400.0,True,True,0.0,63.0,63.0,
489.8999996185303,bRMS,9,87200,,,images/rms/f42887_e_001.jpg,training,0.0,P,400.0,True,True,0.0,63.0,63.0,
482.0999994277954,bRMS,10,88503,,,images/rms/f42887_e_001.jpg,training,0.0,P,400.0,True,True,0.0,63.0,63.0,
521.9000005722046,bRMS,11,89832,,,images/rms/f42887_e_001.jpg,training,1.0,Q,400.0,True,True,0.0,63.0,63.0,
429.6000003814697,bRMS,12,91064,,,images/rms/f42887_e_001.jpg,training,0.0,P,400.0,True,True,0.0,63.0,63.0,
403.8999996185303,bRMS,13,92264,,,images/rms/f42887_e_001.jpg,training,0.0,P,400.0,True,True,0.0,63.0,63.0,
423.19999980926514,bRMS,14,93504,,,images/rms/f42887_e_001.jpg,training,0.0,P,400.0,True,True,0.0,63.0,63.0,
446.4000005722046,bRMS,15,94752,,,images/rms/f42887_e_001.jpg,training,0.0,P,400.0,True,True,0.0,63.0,63.0,
613.7999992370605,bRMS,16,96168,,,images/rms/f42887_e_001.jpg,training,0.0,P,400.0,True,True,0.0,63.0,63.0,
406.29999923706055,bRMS,17,97384,,,images/rms/f42887_e_001.jpg,training,0.0,P,400.0,True,True,0.0,63.0,63.0,
386.9000005722046,bRMS,18,98568,,,images/rms/f42887_e_001.jpg,training,0.0,P,400.0,True,True,0.0,63.0,63.0,
380.0,bRMS,19,99768,,,images/rms/f42887_e_001.jpg,training,0.0,P,400.0,True,True,0.0,63.0,63.0,
427.5,bRMS,20,101000,,,images/rms/f42887_e_001.jpg,training,0.0,P,400.0,True,True,0.0,63.0,63.0,
458.80000019073486,bRMS,21,102264,,,images/rms/f42887_e_001.jpg,training,1.0,Q,400.0,True,True,0.0,63.0,63.0,
6534.0,instructions,22,109211,,,,,,,,,,,,,
718.1999998092651,bRMS,23,110335,,,images/rms/f42887_e_180.jpg,main,1.0,Q,400.0,True,True,0.0,63.0,63.0,
454.69999980926514,bRMS,24,111592,,,images/rms/f42887_e_258.jpg,main,1.0,Q,400.0,True,True,0.0,63.0,63.0,
374.8999996185303,bRMS,25,112759,,,images/rms/f42887_e_252_1.jpg,reversed,0.0,Q,400.0,True,False,0.0,63.0,63.0,
802.8999996185303,bRMS,26,114367,,,images/rms/f42887_e_058.jpg,main,0.0,P,400.0,True,True,0.0,63.0,63.0,
498.30000019073486,bRMS,27,115650,,,images/rms/f42887_e_259.jpg,main,1.0,Q,400.0,True,True,0.0,63.0,63.0,
554.1999998092651,bRMS,28,116992,,,images/rms/f42887_e_278.jpg,main,1.0,Q,400.0,True,True,0.0,63.0,63.0,
448.0,bRMS,29,118247,,,images/rms/f42887_e_259_1.jpg,reversed,1.0,Q,400.0,True,True,0.0,63.0,63.0,
490.1000003814697,bRMS,30,119533,,,images/rms/f42887_e_289.jpg,main,1.0,Q,400.0,True,True,0.0,63.0,63.0,
450.0,bRMS,31,120800,,,images/rms/f42887_e_293.jpg,main,1.0,Q,400.0,True,True,0.0,63.0,63.0,
501.0,bRMS,32,122100,,,images/rms/f42887_e_053.jpg,main,0.0,P,400.0,True,True,0.0,63.0,63.0,
456.29999923706055,bRMS,33,123350,,,images/rms/f42887_e_297_1.jpg,reversed,1.0,Q,400.0,True,True,0.0,63.0,63.0,
479.0,bRMS,34,124631,,,images/rms/f42887_e_258_1.jpg,reversed,0.0,P,400.0,True,True,0.0,63.0,63.0,
542.3999996185303,bRMS,35,125966,,,images/rms/f42887_e_202_1.jpg,reversed,1.0,Q,400.0,True,True,0.0,63.0,63.0,
407.6000003814697,bRMS,36,127176,,,images/rms/f42887_e_156.jpg,main,0.0,P,400.0,True,True,0.0,63.0,63.0,
