rt,trial_type,trial_index,time_elapsed,responses,name,key_press,is_stimulus,stimulus,stimulus_block,stimulus_side,time_post_trial,is_fullscreen,correct,trial_began,block,sub_block
9934.0,instructions,0,9935,,,,,,,,,,,,,
6925.0,survey-multi-choice,1,16863,"{""Q0"":""אישה"",""Q1"":""ימין"",""Q2"":""עברית""}",,,,,,,,,,,,
6863.0,survey-text,2,23727,"{""Q0"":""23"",""Q1"":""21""}",,,,,,,,,,,,
2551.0,survey-multi-choice,3,26279,"{""Q0"":""לא""}",,,,,,,,,,,,
3047.0,survey-likert,4,29327,"{""Q0"":0}",attention_2,,,,,,,,,,,
5896.0,instructions,5,35223,,,,,,,,,,,,,
,image-cpt,6,37365,,,,False,,,,,,,,,
,image-cpt,7,39499,,,,False,,,,,,,,,
355.0,image-cpt,8,42148,,,32,True,,,,,,,,,
282.0,image-cpt,9,44298,,,32,True,,,,,,,,,
,image-cpt,10,47931,,,,False,,,,,,,,,
,image-cpt,11,48964,,,,False,,,,,,,,,
,image-cpt,12,52099,,,,False,,,,,,,,,
315.0,image-cpt,13,55231,,,32,True,,,,,,,,,
446.0,image-cpt,14,57365,,,32,False,,,,,,,,,
,image-cpt,15,60998,,,,False,,,,,,,,,
,image-cpt,16,63646,,,,False,,,,,,,,,
,image-cpt,17,66764,,,,False,,,,,,,,,
,image-cpt,18,70397,,,,False,,,,,,,,,
,image-cpt,19,74031,,,,False,,,,,,,,,
367.0,image-cpt,20,76664,,,32,True,,,,,,,,,
4214.0,instructions,21,80878,,,,,,,,,,,,,
,image-cpt,22,84010,,,,False,,,,,,,,,
,image-cpt,23,87160,,,,False,,,,,,,,,
,image-cpt,24,89810,,,,False,,,,,,,,,
,image-cpt,25,93443,,,,False,,,,,,,,,
,image-cpt,26,95576,,,,False,,,,,,,,,
406.0,image-cpt,27,99209,,,32,True,,,,,,,,,
,image-cpt,28,101842,,,,False,,,,,,,,,
411.0,image-cpt,29,105476,,,32,True,,,,,,,,,
,image-cpt,30,108125,,,,False,,,,,,,,,
464.0,image-cpt,31,110259,,,32,True,,,,,,,,,
,image-cpt,32,113409,,,,False,,,,,,,,,
381.0,image-cpt,33,117058,,,32,True,,,,,,,,,
,image-cpt,34,119208,,,,False,,,,,,,,,
,image-cpt,35,121358,,,,False,,,,,,,,,
,image-cpt,36,125008,,,,False,,,,,,,,,
,image-cpt,37,128158,,,,False,,,,,,,,,
,image-cpt,38,131809,,,,False,,,,,,,,,
,image-cpt,39,134958,,,,False,,,,,,,,,
,image-cpt,40,138091,,,,False,,,,,,,,,
,image-cpt,41,141241,,,,False,,,,,,,,,
,image-cpt,42,143391,,,,False,,,,,,,,,
,image-cpt,43,146040,,,,False,,,,,,,,,
,image-cpt,44,149190,,,,False,,,,,,,,,
375.0,image-cpt,45,151840,,,32,True,,,,,,,,,
509.0,image-cpt,46,154990,,,32,True,,,,,,,,,
,image-cpt,47,157640,,,,False,,,,,,,,,
,image-cpt,48,159790,,,,False,,,,,,,,,
336.0,image-cpt,49,162923,,,32,True,,,,,,,,,
403.0,image-cpt,50,165573,,,32,True,,,,,,,,,
,image-cpt,51,167723,,,,False,,,,,,,,,
