rt,trial_type,trial_index,time_elapsed,responses,name,key_press,is_stimulus,stimulus,stimulus_block,stimulus_side,time_post_trial,is_fullscreen,correct,trial_began,block,sub_block
39331.0,instructions,0,39331,,,,,,,,,,,,,
10421.0,survey-multi-choice,1,49755,"{""Q0"":""אישה"",""Q1"":""ימין"",""Q2"":""אנגלית""}",,,,,,,,,,,,
6327.0,survey-text,2,56083,"{""Q0"":""22"",""Q1"":""39""}",,,,,,,,,,,,
3639.0,survey-multi-choice,3,59724,"{""Q0"":""לא""}",,,,,,,,,,,,
10136.0,survey-likert,4,69860,"{""Q0"":4}",attention_2,,,,,,,,,,,
12607.0,instructions,5,82467,,,,,,,,,,,,,
,image-cpt,6,84587,,,,True,,,,,,,,,
271.0,image-cpt,7,87720,,,32,True,,,,,,,,,
,image-cpt,8,89869,,,,False,,,,,,,,,
,image-cpt,9,90902,,,,False,,,,,,,,,
,image-cpt,10,94536,,,,False,,,,,,,,,
,image-cpt,11,97670,,,,False,,,,,,,,,
,image-cpt,12,100302,,,,False,,,,,,,,,
,image-cpt,13,103936,,,,False,,,,,,,,,
,image-cpt,14,106085,,,,False,,,,,,,,,
,image-cpt,15,109219,,,,False,,,,,,,,,
,image-cpt,16,111868,,,,False,,,,,,,,,
,image-cpt,17,115502,,,,False,,,,,,,,,
284.0,image-cpt,18,119135,,,32,True,,,,,,,,,
394.0,image-cpt,19,122251,,,32,True,,,,,,,,,
,image-cpt,20,124400,,,,False,,,,,,,,,
7635.0,instructions,21,132035,,,,,,,,,,,,,
,image-cpt,22,135181,,,,False,,,,,,,,,
,image-cpt,23,137831,,,,False,,,,,,,,,
,image-cpt,24,139981,,,,False,,,,,,,,,
,image-cpt,25,143114,,,,False,,,,,,,,,
,image-cpt,26,146764,,,,False,,,,,,,,,
,image-cpt,27,149414,,,,False,,,,,,,,,
,image-cpt,28,153063,,,,False,,,,,,,,,
,image-cpt,29,156213,,,,False,,,,,,,,,
,image-cpt,30,158863,,,,False,,,,,,,,,
