rt,trial_type,trial_index,time_elapsed,responses,name,key_press,is_stimulus,stimulus,stimulus_block,stimulus_side,time_post_trial,is_fullscreen,correct,trial_began,block,sub_block
82407.0,instructions,0,82408,,,,,,,,,,,,,
5045.0,survey-multi-choice,1,87456,"{""Q0"":""אישה"",""Q1"":""ימין"",""Q2"":""עברית""}",,,,,,,,,,,,
7399.0,survey-text,2,94856,"{""Q0"":""26"",""Q1"":""10""}",,,,,,,,,,,,
2599.0,survey-multi-choice,3,97455,"{""Q0"":""לא""}",,,,,,,,,,,,
5447.0,survey-likert,4,102904,"{""Q0"":1}",attention_2,,,,,,,,,,,
11391.0,instructions,5,114295,,,,,,,,,,,,,
1183.0,image-cpt,6,116421,,,32,True,,,,,,,,,
482.0,image-cpt,7,119539,,,32,False,,,,,,,,,
579.0,image-cpt,8,123172,,,32,False,,,,,,,,,
387.0,image-cpt,9,125805,,,32,True,,,,,,,,,
,image-cpt,10,128454,,,,False,,,,,,,,,
,image-cpt,11,130603,,,,False,,,,,,,,,
,image-cpt,12,133738,,,,False,,,,,,,,,
,image-cpt,13,136387,,,,False,,,,,,,,,
,image-cpt,14,140035,,,,False,,,,,,,,,
,image-cpt,15,143167,,,,False,,,,,,,,,
,image-cpt,16,146817,,,,False,,,,,,,,,
691.0,image-cpt,17,149451,,,32,True,,,,,,,,,
696.0,image-cpt,18,153084,,,32,True,,,,,,,,,
,image-cpt,19,154116,,,,False,,,,,,,,,
,image-cpt,20,156266,,,,False,,,,,,,,,
4755.0,instructions,21,161021,,,,,,,,,,,,,
695.0,image-cpt,22,164164,,,32,True,,,,,,,,,
,image-cpt,23,166813,,,,False,,,,,,,,,
,image-cpt,24,168963,,,,False,,,,,,,,,
,image-cpt,25,171596,,,,False,,,,,,,,,
,image-cpt,26,174746,,,,False,,,,,,,,,
442.0,image-cpt,27,177396,,,32,True,,,,,,,,,
,image-cpt,28,179546,,,,False,,,,,,,,,
473.0,image-cpt,29,182196,,,32,True,,,,,,,,,
,image-cpt,30,185846,,,,False,,,,,,,,,
,image-cpt,31,187996,,,,False,,,,,,,,,
,image-cpt,32,190145,,,,False,,,,,,,,,
,image-cpt,33,192795,,,,False,,,,,,,,,
377.0,image-cpt,34,195945,,,32,True,,,,,,,,,
,image-cpt,35,198078,,,,False,,,,,,,,,
,image-cpt,36,200712,,,,False,,,,,,,,,
,image-cpt,37,203362,,,,False,,,,,,,,,
,image-cpt,38,206012,,,,False,,,,,,,,,
,image-cpt,39,208662,,,,False,,,,,,,,,
415.0,image-cpt,40,211311,,,32,True,,,,,,,,,
549.0,image-cpt,41,214961,,,32,True,,,,,,,,,
403.0,image-cpt,42,217611,,,32,True,,,,,,,,,
458.0,image-cpt,43,220261,,,32,True,,,,,,,,,
384.0,image-cpt,44,222911,,,32,True,,,,,,,,,
,image-cpt,45,226061,,,,False,,,,,,,,,
,image-cpt,46,229210,,,,False,,,,,,,,,
394.0,image-cpt,47,232860,,,32,True,,,,,,,,,
409.0,image-cpt,48,235010,,,32,True,,,,,,,,,
451.0,image-cpt,49,237143,,,32,False,,,,,,,,,
,image-cpt,50,239293,,,,False,,,,,,,,,
,image-cpt,51,242943,,,,False,,,,,,,,,
,image-cpt,52,246593,,,,False,,,,,,,,,
,image-cpt,53,250243,,,,False,,,,,,,,,
,image-cpt,54,253376,,,,False,,,,,,,,,
,image-cpt,55,256026,,,,False,,,,,,,,,
,image-cpt,56,259159,,,,False,,,,,,,,,
494.0,image-cpt,57,261809,,,32,True,,,,,,,,,
,image-cpt,58,263959,,,,False,,,,,,,,,
494.0,image-cpt,59,267592,,,32,True,,,,,,,,,
525.0,image-cpt,60,270742,,,32,True,,,,,,,,,
463.0,image-cpt,61,272892,,,32,False,,,,,,,,,
,image-cpt,62,275041,,,,False,,,,,,,,,
451.0,image-cpt,63,278691,,,32,True,,,,,,,,,
,image-cpt,64,282341,,,,False,,,,,,,,,
416.0,image-cpt,65,285974,,,32,False,,,,,,,,,
399.0,image-cpt,66,288124,,,32,True,,,,,,,,,
,image-cpt,67,290774,,,,False,,,,,,,,,
,image-cpt,68,292924,,,,False,,,,,,,,,
521.0,image-cpt,69,296074,,,32,True,,,,,,,,,
395.0,image-cpt,70,298707,,,32,True,,,,,,,,,
,image-cpt,71,301840,,,,False,,,,,,,,,
,image-cpt,72,304490,,,,False,,,,,,,,,
,image-cpt,73,308140,,,,False,,,,,,,,,
,image-cpt,74,310790,,,,False,,,,,,,,,
,image-cpt,75,313439,,,,False,,,,,,,,,
,image-cpt,76,316089,,,,False,,,,,,,,,
491.0,image-cpt,77,318739,,,32,True,,,,,,,,,
482.0,image-cpt,78,321389,,,32,True,,,,,,,,,
,image-cpt,79,324039,,,,False,,,,,,,,,
,image-cpt,80,326189,,,,False,,,,,,,,,
,image-cpt,81,329839,,,,False,,,,,,,,,
,image-cpt,82,332989,,,,False,,,,,,,,,
,image-cpt,83,336638,,,,False,,,,,,,,,
390.0,image-cpt,84,338788,,,32,True,,,,,,,,,
,image-cpt,85,340938,,,,False,,,,,,,,,
,image-cpt,86,344588,,,,False,,,,,,,,,
,image-cpt,87,346738,,,,False,,,,,,,,,
,image-cpt,88,349388,,,,False,,,,,,,,,
,image-cpt,89,353037,,,,False,,,,,,,,,
,image-cpt,90,355187,,,,False,,,,,,,,,
,image-cpt,91,357837,,,,False,,,,,,,,,
,image-cpt,92,361470,,,,False,,,,,,,,,
,image-cpt,93,362519,,,,False,,,,,,,,,
,image-cpt,94,366170,,,,False,,,,,,,,,
,image-cpt,95,369303,,,,False,,,,,,,,,
413.0,image-cpt,96,371453,,,32,True,,,,,,,,,
456.0,image-cpt,97,374086,,,32,True,,,,,,,,,
,image-cpt,98,377236,,,,False,,,,,,,,,
,image-cpt,99,380386,,,,False,,,,,,,,,
,image-cpt,100,384036,,,,False,,,,,,,,,
561.0,image-cpt,101,386185,,,32,True,,,,,,,,,
,image-cpt,102,387219,,,,False,,,,,,,,,
,image-cpt,103,390869,,,,False,,,,,,,,,
,image-cpt,104,393519,,,,False,,,,,,,,,
454.0,image-cpt,105,396668,,,32,True,,,,,,,,,
,image-cpt,106,398818,,,,False,,,,,,,,,
,image-cpt,107,402468,,,,False,,,,,,,,,
,image-cpt,108,404618,,,,False,,,,,,,,,
,image-cpt,109,407268,,,,False,,,,,,,,,
,image-cpt,110,409418,,,,False,,,,,,,,,
,image-cpt,111,412068,,,,False,,,,,,,,,
,image-cpt,112,414217,,,,False,,,,,,,,,
,image-cpt,113,417867,,,,False,,,,,,,,,
362.0,image-cpt,114,421017,,,32,True,,,,,,,,,
476.0,image-cpt,115,424150,,,32,True,,,,,,,,,
575.0,image-cpt,116,427783,,,32,True,,,,,,,,,
349.0,image-cpt,117,430933,,,32,False,,,,,,,,,
,image-cpt,118,433566,,,,False,,,,,,,,,
326.0,image-cpt,119,437199,,,32,True,,,,,,,,,
,image-cpt,120,439349,,,,False,,,,,,,,,
,image-cpt,121,442999,,,,False,,,,,,,,,
,image-cpt,122,446649,,,,False,,,,,,,,,
492.0,image-cpt,123,450299,,,32,True,,,,,,,,,
522.0,image-cpt,124,452949,,,32,True,,,,,,,,,
,image-cpt,125,455099,,,,False,,,,,,,,,
490.0,image-cpt,126,458232,,,32,False,,,,,,,,,
493.0,image-cpt,127,460382,,,32,True,,,,,,,,,
,image-cpt,128,463531,,,,False,,,,,,,,,
,image-cpt,129,465681,,,,False,,,,,,,,,
,image-cpt,130,469331,,,,False,,,,,,,,,
690.0,image-cpt,131,472481,,,32,True,,,,,,,,,
788.0,image-cpt,132,474614,,,32,True,,,,,,,,,
,image-cpt,133,476764,,,,False,,,,,,,,,
,image-cpt,134,478914,,,,False,,,,,,,,,
803.0,image-cpt,135,481564,,,32,True,,,,,,,,,
793.0,image-cpt,136,484214,,,32,True,,,,,,,,,
,image-cpt,137,487847,,,,False,,,,,,,,,
,image-cpt,138,490997,,,,False,,,,,,,,,
,image-cpt,139,493147,,,,False,,,,,,,,,
,image-cpt,140,496280,,,,False,,,,,,,,,
,image-cpt,141,499930,,,,False,,,,,,,,,
,image-cpt,142,503579,,,,False,,,,,,,,,
,image-cpt,143,506230,,,,False,,,,,,,,,
,image-cpt,144,508863,,,,False,,,,,,,,,
646.0,image-cpt,145,511013,,,32,True,,,,,,,,,
,image-cpt,146,514663,,,,False,,,,,,,,,
,image-cpt,147,518296,,,,False,,,,,,,,,
,image-cpt,148,521445,,,,False,,,,,,,,,
383.0,image-cpt,149,525079,,,32,True,,,,,,,,,
478.0,image-cpt,150,527229,,,32,True,,,,,,,,,
1096.0,image-cpt,151,529378,,,32,False,,,,,,,,,
,image-cpt,152,532512,,,,False,,,,,,,,,
,image-cpt,153,534661,,,,False,,,,,,,,,
,image-cpt,154,537811,,,,False,,,,,,,,,
369.0,image-cpt,155,540461,,,32,True,,,,,,,,,
,image-cpt,156,542611,,,,False,,,,,,,,,
,image-cpt,157,545261,,,,False,,,,,,,,,
409.0,image-cpt,158,547411,,,32,True,,,,,,,,,
,image-cpt,159,550061,,,,False,,,,,,,,,
,image-cpt,160,553211,,,,False,,,,,,,,,
,image-cpt,161,555860,,,,False,,,,,,,,,
,image-cpt,162,558010,,,,False,,,,,,,,,
,image-cpt,163,561144,,,,False,,,,,,,,,
,image-cpt,164,563793,,,,False,,,,,,,,,
,image-cpt,165,567443,,,,False,,,,,,,,,
,image-cpt,166,569593,,,,False,,,,,,,,,
,image-cpt,167,572243,,,,False,,,,,,,,,
,image-cpt,168,574892,,,,False,,,,,,,,,
,image-cpt,169,577042,,,,False,,,,,,,,,
,image-cpt,170,579692,,,,False,,,,,,,,,
,image-cpt,171,583342,,,,False,,,,,,,,,
,image-cpt,172,586975,,,,False,,,,,,,,,
,image-cpt,173,589125,,,,False,,,,,,,,,
,image-cpt,174,592758,,,,False,,,,,,,,,
,image-cpt,175,595908,,,,False,,,,,,,,,
609.0,image-cpt,176,598058,,,32,True,,,,,,,,,
,image-cpt,177,600708,,,,False,,,,,,,,,
,image-cpt,178,603358,,,,False,,,,,,,,,
,image-cpt,179,606991,,,,False,,,,,,,,,
,image-cpt,180,609141,,,,False,,,,,,,,,
,image-cpt,181,612774,,,,False,,,,,,,,,
,image-cpt,182,615924,,,,False,,,,,,,,,
,image-cpt,183,619073,,,,False,,,,,,,,,
,image-cpt,184,621723,,,,False,,,,,,,,,
,image-cpt,185,624873,,,,True,,,,,,,,,
,image-cpt,186,627007,,,,False,,,,,,,,,
,image-cpt,187,630640,,,,False,,,,,,,,,
,image-cpt,188,633290,,,,False,,,,,,,,,
635.0,image-cpt,189,636940,,,32,True,,,,,,,,,
489.0,image-cpt,190,640089,,,32,True,,,,,,,,,
555.0,image-cpt,191,642739,,,32,True,,,,,,,,,
449.0,image-cpt,192,646389,,,32,True,,,,,,,,,
,image-cpt,193,649539,,,,False,,,,,,,,,
,image-cpt,194,652189,,,,False,,,,,,,,,
552.0,image-cpt,195,654339,,,32,True,,,,,,,,,
,image-cpt,196,657988,,,,False,,,,,,,,,
449.0,image-cpt,197,661638,,,32,True,,,,,,,,,
,image-cpt,198,665271,,,,False,,,,,,,,,
,image-cpt,199,667921,,,,False,,,,,,,,,
597.0,image-cpt,200,671571,,,32,True,,,,,,,,,
578.0,image-cpt,201,674704,,,32,True,,,,,,,,,
,image-cpt,202,677854,,,,False,,,,,,,,,
,image-cpt,203,681004,,,,False,,,,,,,,,
,image-cpt,204,683654,,,,False,,,,,,,,,
,image-cpt,205,685804,,,,False,,,,,,,,,
,image-cpt,206,687953,,,,True,,,,,,,,,
,image-cpt,207,691603,,,,False,,,,,,,,,
,image-cpt,208,693753,,,,False,,,,,,,,,
,image-cpt,209,697403,,,,False,,,,,,,,,
,image-cpt,210,700553,,,,True,,,,,,,,,
508.0,image-cpt,211,704203,,,32,True,,,,,,,,,
794.0,image-cpt,212,707852,,,32,False,,,,,,,,,
537.0,image-cpt,213,711002,,,32,True,,,,,,,,,
,image-cpt,214,713135,,,,False,,,,,,,,,
629.0,image-cpt,215,715285,,,32,False,,,,,,,,,
,image-cpt,216,717435,,,,False,,,,,,,,,
,image-cpt,217,719585,,,,True,,,,,,,,,
,image-cpt,218,722235,,,,False,,,,,,,,,
650.0,image-cpt,219,724885,,,32,True,,,,,,,,,
688.0,image-cpt,220,728534,,,32,True,,,,,,,,,
,image-cpt,221,731684,,,,False,,,,,,,,,
961.0,image-cpt,222,734834,,,32,False,,,,,,,,,
,image-cpt,223,738484,,,,False,,,,,,,,,
,image-cpt,224,740634,,,,False,,,,,,,,,
,image-cpt,225,743284,,,,False,,,,,,,,,
577.0,image-cpt,226,745934,,,32,True,,,,,,,,,
423.0,image-cpt,227,748083,,,32,True,,,,,,,,,
,image-cpt,228,751233,,,,False,,,,,,,,,
,image-cpt,229,754366,,,,False,,,,,,,,,
,image-cpt,230,757516,,,,False,,,,,,,,,
