rt,trial_type,trial_index,time_elapsed,responses,name,stimulus,stimulus_block,stimulus_side,key_press,time_post_trial,is_fullscreen,correct,trial_began,block,sub_block,is_stimulus
31021.0,instructions,0,31022,,,,,,,,,,,,,
10830.0,survey-multi-choice,1,41854,"{""Q0"":""אישה"",""Q1"":""ימין"",""Q2"":""עברית""}",,,,,,,,,,,,
7495.0,survey-text,2,49350,"{""Q0"":""25"",""Q1"":""30""}",,,,,,,,,,,,
3007.0,survey-multi-choice,3,52358,"{""Q0"":""לא""}",,,,,,,,,,,,
30088.0,survey-likert,4,82447,"{""Q0"":0}",attention_2,,,,,,,,,,,
48071.0,instructions,5,130518,,,,,,,,,,,,,
1998.6000003814693,bRMS,6,132918,,,images/rms/f42887_e_001.jpg,training,0.0,P,400.0,True,True,0.0,63.0,63.0,
760.6000003814697,bRMS,7,134485,,,images/rms/f42887_e_001.jpg,training,1.0,Q,400.0,True,True,0.0,63.0,63.0,
650.8000001907349,bRMS,8,135934,,,images/rms/f42887_e_001.jpg,training,0.0,P,400.0,True,True,0.0,63.0,63.0,
831.5,bRMS,9,137566,,,images/rms/f42887_e_001.jpg,training,1.0,Q,400.0,True,True,0.0,63.0,63.0,
950.5,bRMS,10,139333,,,images/rms/f42887_e_001.jpg,training,0.0,P,400.0,True,True,0.0,63.0,63.0,
733.8999996185303,bRMS,11,140870,,,images/rms/f42887_e_001.jpg,training,1.0,Q,400.0,True,True,0.0,63.0,63.0,
1040.8000001907349,bRMS,12,142718,,,images/rms/f42887_e_001.jpg,training,0.0,P,400.0,True,True,0.0,63.0,63.0,
624.8999996185303,bRMS,13,144149,,,images/rms/f42887_e_001.jpg,training,1.0,Q,400.0,True,True,0.0,63.0,63.0,
856.6999998092651,bRMS,14,145821,,,images/rms/f42887_e_001.jpg,training,0.0,P,400.0,True,True,0.0,63.0,63.0,
698.0,bRMS,15,147333,,,images/rms/f42887_e_001.jpg,training,1.0,Q,400.0,True,True,0.0,63.0,63.0,
782.0,bRMS,16,148918,,,images/rms/f42887_e_001.jpg,training,0.0,P,400.0,True,True,0.0,63.0,63.0,
1142.0,bRMS,17,150869,,,images/rms/f42887_e_001.jpg,training,1.0,Q,400.0,True,True,0.0,63.0,63.0,
1064.0,bRMS,18,152733,,,images/rms/f42887_e_001.jpg,training,0.0,P,400.0,True,True,0.0,63.0,63.0,
1297.1999998092651,bRMS,19,154830,,,images/rms/f42887_e_001.jpg,training,0.0,Q,400.0,True,False,0.0,63.0,63.0,
1276.6000003814695,bRMS,20,156918,,,images/rms/f42887_e_001.jpg,training,1.0,Q,400.0,True,True,0.0,63.0,63.0,
968.5,bRMS,21,158694,,,images/rms/f42887_e_001.jpg,training,1.0,Q,400.0,True,True,0.0,63.0,63.0,
9809.0,instructions,22,168918,,,,,,,,,,,,,
704.0,bRMS,23,170014,,,images/rms/f42887_e_241.jpg,main,1.0,Q,400.0,True,True,0.0,63.0,63.0,
797.8999996185303,bRMS,24,171613,,,images/rms/f42887_e_028.jpg,main,1.0,Q,400.0,True,True,0.0,63.0,63.0,
741.6999998092651,bRMS,25,173149,,,images/rms/f42887_e_080.jpg,main,1.0,Q,400.0,True,True,0.0,63.0,63.0,
791.8999996185303,bRMS,26,174733,,,images/rms/f42887_e_072.jpg,main,1.0,Q,400.0,True,True,0.0,63.0,63.0,
575.5,bRMS,27,176117,,,images/rms/f42887_e_245.jpg,main,0.0,P,400.0,True,True,0.0,63.0,63.0,
980.0999994277954,bRMS,28,177901,,,images/rms/f42887_e_258_1.jpg,reversed,0.0,P,400.0,True,True,0.0,63.0,63.0,
1908.9000005722048,bRMS,29,180613,,,images/rms/f42887_e_180_1.jpg,reversed,0.0,P,400.0,True,True,0.0,63.0,63.0,
712.6999998092651,bRMS,30,182126,,,images/rms/f42887_e_252.jpg,main,0.0,P,400.0,True,True,0.0,63.0,63.0,
798.0,bRMS,31,183710,,,images/rms/f42887_e_296.jpg,main,0.0,P,400.0,True,True,0.0,63.0,63.0,
1623.5999994277954,bRMS,32,186150,,,images/rms/f42887_e_001_1.jpg,reversed,0.0,P,400.0,True,True,0.0,63.0,63.0,
1415.1999998092651,bRMS,33,188366,,,images/rms/f42887_e_028_1.jpg,reversed,0.0,P,400.0,True,True,0.0,63.0,63.0,
1232.4000005722046,bRMS,34,190398,,,images/rms/f42887_e_080_1.jpg,reversed,1.0,Q,400.0,True,True,0.0,63.0,63.0,
864.1000003814697,bRMS,35,192062,,,images/rms/f42887_e_005.jpg,main,1.0,Q,400.0,True,True,0.0,63.0,63.0,
776.6999998092651,bRMS,36,193645,,,images/rms/f42887_e_025.jpg,main,1.0,Q,400.0,True,True,0.0,63.0,63.0,
1064.2999992370603,bRMS,37,195518,,,images/rms/f42887_e_127_1.jpg,reversed,1.0,Q,400.0,True,True,0.0,63.0,63.0,
1005.6000003814696,bRMS,38,197325,,,images/rms/f42887_e_015.jpg,main,0.0,P,400.0,True,True,0.0,63.0,63.0,
527.6999998092651,bRMS,39,198649,,,images/rms/f42887_e_001.jpg,main,0.0,P,400.0,True,True,0.0,63.0,63.0,
671.1000003814697,bRMS,40,200125,,,images/rms/f42887_e_161.jpg,main,0.0,P,400.0,True,True,0.0,63.0,63.0,
631.1000003814697,bRMS,41,201565,,,images/rms/f42887_e_121.jpg,main,1.0,Q,400.0,True,True,0.0,63.0,63.0,
672.3000001907349,bRMS,42,203045,,,images/rms/f42887_e_289_1.jpg,reversed,0.0,P,400.0,True,True,0.0,63.0,63.0,
631.6999998092651,bRMS,43,204478,,,images/rms/f42887_e_127.jpg,main,0.0,P,400.0,True,True,0.0,63.0,63.0,
973.5,bRMS,44,206262,,,images/rms/f42887_e_140_1.jpg,reversed,1.0,Q,400.0,True,True,0.0,63.0,63.0,
822.0,bRMS,45,207893,,,images/rms/f42887_e_293_1.jpg,reversed,0.0,P,400.0,True,True,0.0,63.0,63.0,
941.6999998092653,bRMS,46,209629,,,images/rms/f42887_e_015_1.jpg,reversed,1.0,Q,400.0,True,True,0.0,63.0,63.0,
654.0999994277954,bRMS,47,211083,,,images/rms/f42887_e_156_1.jpg,reversed,0.0,P,400.0,True,True,0.0,63.0,63.0,
941.3000001907347,bRMS,48,212829,,,images/rms/f42887_e_180.jpg,main,0.0,P,400.0,True,True,0.0,63.0,63.0,
1129.5,bRMS,49,214765,,,images/rms/f42887_e_103.jpg,main,1.0,Q,400.0,True,True,0.0,63.0,63.0,
908.6000003814696,bRMS,50,216494,,,images/rms/f42887_e_245_1.jpg,reversed,1.0,Q,400.0,True,True,0.0,63.0,63.0,
645.1999998092651,bRMS,51,217949,,,images/rms/f42887_e_025_1.jpg,reversed,0.0,P,400.0,True,True,0.0,63.0,63.0,
2009.099999427796,bRMS,52,220749,,,images/rms/f42887_e_297_1.jpg,reversed,0.0,P,400.0,True,True,0.0,63.0,63.0,
700.6999998092651,bRMS,53,222261,,,images/rms/f42887_e_058_1.jpg,reversed,0.0,P,400.0,True,True,0.0,63.0,63.0,
879.6999998092651,bRMS,54,223948,,,images/rms/f42887_e_295.jpg,main,1.0,Q,400.0,True,True,0.0,63.0,63.0,
680.3000001907349,bRMS,55,225422,,,images/rms/f42887_e_298_1.jpg,reversed,0.0,P,400.0,True,True,0.0,63.0,63.0,
1599.5,bRMS,56,227822,,,images/rms/f42887_e_140.jpg,main,0.0,P,400.0,True,True,0.0,63.0,63.0,
1431.9000005722046,bRMS,57,230062,,,images/rms/f42887_e_241_1.jpg,reversed,1.0,Q,400.0,True,True,0.0,63.0,63.0,
685.5,bRMS,58,231542,,,images/rms/f42887_e_103_1.jpg,reversed,0.0,P,400.0,True,True,0.0,63.0,63.0,
1123.3000001907349,bRMS,59,233464,,,images/rms/f42887_e_295_1.jpg,reversed,1.0,Q,400.0,True,True,0.0,63.0,63.0,
1071.8000001907349,bRMS,60,235326,,,images/rms/f42887_e_298.jpg,main,1.0,Q,400.0,True,True,0.0,63.0,63.0,
528.3000001907349,bRMS,61,236654,,,images/rms/f42887_e_293.jpg,main,0.0,P,400.0,True,True,0.0,63.0,63.0,
1177.3999996185305,bRMS,62,238621,,,images/rms/f42887_e_098.jpg,main,0.0,P,400.0,True,True,0.0,63.0,63.0,
1035.5999994277954,bRMS,63,240446,,,images/rms/f42887_e_053_1.jpg,reversed,1.0,Q,400.0,True,True,0.0,63.0,63.0,
942.6999998092653,bRMS,64,242189,,,images/rms/f42887_e_289.jpg,main,1.0,Q,400.0,True,True,0.0,63.0,63.0,
574.7000007629395,bRMS,65,243563,,,images/rms/f42887_e_259.jpg,main,1.0,Q,400.0,True,True,0.0,63.0,63.0,
616.6999998092651,bRMS,66,244974,,,images/rms/f42887_e_202_1.jpg,reversed,1.0,Q,400.0,True,True,0.0,63.0,63.0,
584.3000001907349,bRMS,67,246364,,,images/rms/f42887_e_161_1.jpg,reversed,0.0,P,400.0,True,True,0.0,63.0,63.0,
605.3000001907349,bRMS,68,247774,,,images/rms/f42887_e_156.jpg,main,1.0,Q,400.0,True,True,0.0,63.0,63.0,
775.8999996185303,bRMS,69,249358,,,images/rms/f42887_e_202.jpg,main,0.0,P,400.0,True,True,0.0,63.0,63.0,
791.1000003814697,bRMS,70,250958,,,images/rms/f42887_e_258.jpg,main,0.0,P,400.0,True,True,0.0,63.0,63.0,
705.0,bRMS,71,252462,,,images/rms/f42887_e_064.jpg,main,1.0,Q,400.0,True,True,0.0,63.0,63.0,
755.6000003814697,bRMS,72,254014,,,images/rms/f42887_e_252_1.jpg,reversed,0.0,P,400.0,True,True,0.0,63.0,63.0,
959.5,bRMS,73,255774,,,images/rms/f42887_e_053.jpg,main,0.0,P,400.0,True,True,0.0,63.0,63.0,
