rt,trial_type,trial_index,time_elapsed,responses,name,key_press,is_stimulus,stimulus,stimulus_block,stimulus_side,time_post_trial,is_fullscreen,correct,trial_began,block,sub_block
27578.0,instructions,0,27580,,,,,,,,,,,,,
11766.0,survey-multi-choice,1,39348,"{""Q0"":""אישה"",""Q1"":""ימין"",""Q2"":""אחר""}",,,,,,,,,,,,
6894.0,survey-text,2,46244,"{""Q0"":""23"",""Q1"":""31""}",,,,,,,,,,,,
6694.0,survey-multi-choice,3,52940,"{""Q0"":""לא""}",,,,,,,,,,,,
11352.0,survey-likert,4,64292,"{""Q0"":2}",attention_2,,,,,,,,,,,
23839.0,instructions,5,88132,,,,,,,,,,,,,
,image-cpt,6,89148,,,,False,,,,,,,,,
,image-cpt,7,91783,,,,False,,,,,,,,,
508.0,image-cpt,8,93916,,,32,True,,,,,,,,,
,image-cpt,9,97048,,,,False,,,,,,,,,
,image-cpt,10,99697,,,,False,,,,,,,,,
433.0,image-cpt,11,101842,,,32,True,,,,,,,,,
624.0,image-cpt,12,103981,,,32,True,,,,,,,,,
,image-cpt,13,107614,,,,False,,,,,,,,,
,image-cpt,14,110765,,,,False,,,,,,,,,
,image-cpt,15,114398,,,,False,,,,,,,,,
,image-cpt,16,117547,,,,False,,,,,,,,,
,image-cpt,17,120185,,,,False,,,,,,,,,
521.0,image-cpt,18,123814,,,32,True,,,,,,,,,
,image-cpt,19,126946,,,,False,,,,,,,,,
,image-cpt,20,129579,,,,False,,,,,,,,,
20632.0,instructions,21,150211,,,,,,,,,,,,,
,image-cpt,22,152360,,,,False,,,,,,,,,
,image-cpt,23,156009,,,,False,,,,,,,,,
,image-cpt,24,158159,,,,False,,,,,,,,,
,image-cpt,25,160809,,,,False,,,,,,,,,
,image-cpt,26,163443,,,,False,,,,,,,,,
927.0,image-cpt,27,166092,,,32,True,,,,,,,,,
359.0,image-cpt,28,168742,,,32,True,,,,,,,,,
413.0,image-cpt,29,171878,,,32,True,,,,,,,,,
429.0,image-cpt,30,174025,,,32,True,,,,,,,,,
,image-cpt,31,177658,,,,False,,,,,,,,,
472.0,image-cpt,32,179808,,,32,True,,,,,,,,,
,image-cpt,33,182958,,,,False,,,,,,,,,
,image-cpt,34,185591,,,,False,,,,,,,,,
,image-cpt,35,189241,,,,False,,,,,,,,,
,image-cpt,36,192390,,,,False,,,,,,,,,
,image-cpt,37,195525,,,,False,,,,,,,,,
,image-cpt,38,199157,,,,False,,,,,,,,,
,image-cpt,39,202806,,,,False,,,,,,,,,
397.0,image-cpt,40,206441,,,32,True,,,,,,,,,
,image-cpt,41,210090,,,,False,,,,,,,,,
,image-cpt,42,212724,,,,False,,,,,,,,,
,image-cpt,43,216373,,,,False,,,,,,,,,
397.0,image-cpt,44,220023,,,32,True,,,,,,,,,
540.0,image-cpt,45,223173,,,32,True,,,,,,,,,
382.0,image-cpt,46,226823,,,32,True,,,,,,,,,
,image-cpt,47,229473,,,,False,,,,,,,,,
,image-cpt,48,231622,,,,False,,,,,,,,,
,image-cpt,49,233771,,,,False,,,,,,,,,
,image-cpt,50,236922,,,,False,,,,,,,,,
697.0,image-cpt,51,239055,,,32,True,,,,,,,,,
,image-cpt,52,241689,,,,False,,,,,,,,,
,image-cpt,53,243838,,,,False,,,,,,,,,
,image-cpt,54,245972,,,,False,,,,,,,,,
,image-cpt,55,249122,,,,False,,,,,,,,,
,image-cpt,56,251272,,,,False,,,,,,,,,
,image-cpt,57,253922,,,,False,,,,,,,,,
,image-cpt,58,256571,,,,False,,,,,,,,,
455.0,image-cpt,59,260221,,,32,True,,,,,,,,,
471.0,image-cpt,60,262871,,,32,True,,,,,,,,,
,image-cpt,61,265520,,,,False,,,,,,,,,
,image-cpt,62,268156,,,,False,,,,,,,,,
,image-cpt,63,271804,,,,False,,,,,,,,,
,image-cpt,64,273954,,,,False,,,,,,,,,
,image-cpt,65,276104,,,,False,,,,,,,,,
,image-cpt,66,277120,,,,False,,,,,,,,,
674.0,image-cpt,67,279770,,,32,True,,,,,,,,,
458.0,image-cpt,68,281920,,,32,True,,,,,,,,,
,image-cpt,69,284570,,,,False,,,,,,,,,
,image-cpt,70,286703,,,,False,,,,,,,,,
,image-cpt,71,289349,,,,False,,,,,,,,,
,image-cpt,72,292003,,,,False,,,,,,,,,
,image-cpt,73,294153,,,,False,,,,,,,,,
522.0,image-cpt,74,297286,,,32,True,,,,,,,,,
541.0,image-cpt,75,300936,,,32,True,,,,,,,,,
571.0,image-cpt,76,304086,,,32,True,,,,,,,,,
