rt,trial_type,trial_index,time_elapsed,responses,name,key_press,is_stimulus,stimulus,stimulus_block,stimulus_side,time_post_trial,is_fullscreen,correct,trial_began,block,sub_block
573928.0,instructions,0,573928,,,,,,,,,,,,,
7453.0,survey-multi-choice,1,581383,"{""Q0"":""אישה"",""Q1"":""ימין"",""Q2"":""עברית""}",,,,,,,,,,,,
5071.0,survey-text,2,586455,"{""Q0"":""22"",""Q1"":""23""}",,,,,,,,,,,,
3110.0,survey-multi-choice,3,589567,"{""Q0"":""לא""}",,,,,,,,,,,,
7119.0,survey-likert,4,596687,"{""Q0"":2}",attention_2,,,,,,,,,,,
12215.0,instructions,5,608903,,,,,,,,,,,,,
,image-cpt,6,611029,,,,False,,,,,,,,,
,image-cpt,7,614164,,,,False,,,,,,,,,
1043.0,image-cpt,8,616813,,,32,True,,,,,,,,,
,image-cpt,9,619947,,,,False,,,,,,,,,
,image-cpt,10,622095,,,,False,,,,,,,,,
439.0,image-cpt,11,625728,,,32,True,,,,,,,,,
,image-cpt,12,629363,,,,False,,,,,,,,,
467.0,image-cpt,13,631995,,,32,True,,,,,,,,,
587.0,image-cpt,14,635644,,,32,True,,,,,,,,,
730.0,image-cpt,15,638762,,,32,False,,,,,,,,,
,image-cpt,16,640910,,,,False,,,,,,,,,
,image-cpt,17,643544,,,,False,,,,,,,,,
,image-cpt,18,644577,,,,False,,,,,,,,,
,image-cpt,19,646727,,,,False,,,,,,,,,
,image-cpt,20,649361,,,,False,,,,,,,,,
3878.0,instructions,21,653239,,,,,,,,,,,,,
,image-cpt,22,655890,,,,False,,,,,,,,,
,image-cpt,23,658540,,,,False,,,,,,,,,
,image-cpt,24,661191,,,,False,,,,,,,,,
,image-cpt,25,664324,,,,False,,,,,,,,,
419.0,image-cpt,26,666474,,,32,True,,,,,,,,,
444.0,image-cpt,27,669607,,,32,True,,,,,,,,,
,image-cpt,28,672257,,,,False,,,,,,,,,
,image-cpt,29,674407,,,,False,,,,,,,,,
,image-cpt,30,677557,,,,False,,,,,,,,,
,image-cpt,31,680207,,,,False,,,,,,,,,
808.0,image-cpt,32,683855,,,32,True,,,,,,,,,
,image-cpt,33,686006,,,,False,,,,,,,,,
431.0,image-cpt,34,688156,,,32,True,,,,,,,,,
554.0,image-cpt,35,691306,,,32,True,,,,,,,,,
397.0,image-cpt,36,694439,,,32,True,,,,,,,,,
,image-cpt,37,698083,,,,False,,,,,,,,,
388.0,image-cpt,38,701239,,,32,False,,,,,,,,,
,image-cpt,39,704389,,,,False,,,,,,,,,
,image-cpt,40,706539,,,,False,,,,,,,,,
651.0,image-cpt,41,708672,,,32,True,,,,,,,,,
,image-cpt,42,712322,,,,False,,,,,,,,,
692.0,image-cpt,43,715971,,,32,True,,,,,,,,,
,image-cpt,44,718623,,,,False,,,,,,,,,
,image-cpt,45,721271,,,,False,,,,,,,,,
592.0,image-cpt,46,723404,,,32,True,,,,,,,,,
,image-cpt,47,725554,,,,False,,,,,,,,,
,image-cpt,48,728197,,,,False,,,,,,,,,
513.0,image-cpt,49,731337,,,32,True,,,,,,,,,
,image-cpt,50,734987,,,,False,,,,,,,,,
,image-cpt,51,737137,,,,False,,,,,,,,,
,image-cpt,52,739287,,,,False,,,,,,,,,
,image-cpt,53,742920,,,,False,,,,,,,,,
671.0,image-cpt,54,746570,,,32,True,,,,,,,,,
,image-cpt,55,748703,,,,True,,,,,,,,,
,image-cpt,56,752353,,,,False,,,,,,,,,
,image-cpt,57,755003,,,,False,,,,,,,,,
,image-cpt,58,757136,,,,False,,,,,,,,,
535.0,image-cpt,59,759269,,,32,True,,,,,,,,,
657.0,image-cpt,60,761419,,,32,True,,,,,,,,,
683.0,image-cpt,61,764052,,,32,True,,,,,,,,,
,image-cpt,62,766685,,,,False,,,,,,,,,
,image-cpt,63,769335,,,,False,,,,,,,,,
655.0,image-cpt,64,771985,,,32,True,,,,,,,,,
,image-cpt,65,775119,,,,False,,,,,,,,,
,image-cpt,66,778767,,,,False,,,,,,,,,
,image-cpt,67,781901,,,,False,,,,,,,,,
344.0,image-cpt,68,785537,,,32,True,,,,,,,,,
,image-cpt,69,787684,,,,False,,,,,,,,,
626.0,image-cpt,70,789834,,,32,True,,,,,,,,,
,image-cpt,71,792967,,,,False,,,,,,,,,
558.0,image-cpt,72,795617,,,32,True,,,,,,,,,
,image-cpt,73,797767,,,,False,,,,,,,,,
,image-cpt,74,800917,,,,False,,,,,,,,,
,image-cpt,75,804550,,,,False,,,,,,,,,
545.0,image-cpt,76,808190,,,32,True,,,,,,,,,
600.0,image-cpt,77,811333,,,32,True,,,,,,,,,
,image-cpt,78,813983,,,,False,,,,,,,,,
312.0,image-cpt,79,817616,,,32,True,,,,,,,,,
,image-cpt,80,820249,,,,False,,,,,,,,,
